number,player,team_name,team_abbr,season,position,nationality,age,height,weight,shoots,catches,experience,birth_date,height_ft,height_cm,season_short,link
26,Andrew Agozzino,Anaheim Ducks,ANA,2020-21,LW,ca,30,5-10,187,L,-,4,"January 3, 1991",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/a/agozzan01.html
21,David Backes,Anaheim Ducks,ANA,2020-21,C,us,36,6-3,215,R,-,14,"May 1, 1984",6.25,190.5,2021,https://www.hockey-reference.com/players/b/backeda01.html
86,Simon Benoit,Anaheim Ducks,ANA,2020-21,D,ca,22,6-3,203,L,-,0,"September 19, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/b/benoisi01.html
39,Sam Carrick,Anaheim Ducks,ANA,2020-21,C,ca,28,6-0,200,R,-,4,"February 4, 1992",6,182.88,2021,https://www.hockey-reference.com/players/c/carrisa01.html
53,Max Comtois,Anaheim Ducks,ANA,2020-21,LW,ca,22,6-2,210,L,-,2,"January 8, 1999",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/c/comtoma01.html
58,Chase De Leo,Anaheim Ducks,ANA,2020-21,C,us,25,5-9,185,L,-,3,"October 25, 1995",5.75,175.26,2021,https://www.hockey-reference.com/players/d/deleoch01.html
20,Nicolas Deslauriers,Anaheim Ducks,ANA,2020-21,LW,ca,29,6-1,220,L,-,7,"February 22, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/d/deslani01.html
34,Jamie Drysdale,Anaheim Ducks,ANA,2020-21,D,ca,18,5-11,183,R,-,0,"April 8, 2002",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/d/drysdja01.html
51,Haydn Fleury,Anaheim Ducks,ANA,2020-21,D,ca,24,6-3,208,L,-,3,"July 8, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/f/fleurha01.html
4,Cam Fowler,Anaheim Ducks,ANA,2020-21,D,ca,29,6-2,215,L,-,10,"December 5, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/f/fowleca01.html
15,Ryan Getzlaf,Anaheim Ducks,ANA,2020-21,C,ca,35,6-4,220,R,-,15,"May 10, 1985",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/g/getzlry01.html
36,John Gibson,Anaheim Ducks,ANA,2020-21,G,us,27,6-2,210,-,-,7,"July 14, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/g/gibsojo02.html
38,Derek Grant,Anaheim Ducks,ANA,2020-21,C,ca,30,6-3,210,L,-,7,"April 20, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/g/grantde01.html
28,Jani Hakanpaa,Anaheim Ducks,ANA,2020-21,D,fi,28,6-7,220,-,-,1,"March 31, 1992",6.58333333333333,200.66,2021,https://www.hockey-reference.com/players/h/hakanja01.html
43,Danton Heinen,Anaheim Ducks,ANA,2020-21,C/LW,ca,25,6-1,188,L,-,4,"July 5, 1995",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/h/heineda01.html
14,Adam Henrique,Anaheim Ducks,ANA,2020-21,C,ca,30,6-0,195,L,-,10,"February 6, 1990",6,182.88,2021,https://www.hockey-reference.com/players/h/henriad01.html
7,Ben Hutton,Anaheim Ducks,ANA,2020-21,D,ca,27,6-2,206,L,-,5,"April 20, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/h/huttobe01.html
49,Max Jones,Anaheim Ducks,ANA,2020-21,LW,us,22,6-3,216,L,-,2,"February 17, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/j/jonesma03.html
32,Jacob Larsson,Anaheim Ducks,ANA,2020-21,D,se,23,6-3,202,L,-,3,"April 29, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/l/larssja01.html
40-95,Vinni Lettieri,Anaheim Ducks,ANA,2020-21,C,us,25,5-9,172,R,-,2,"February 6, 1995",5.75,175.26,2021,https://www.hockey-reference.com/players/l/lettivi01.html
47,Hampus Lindholm,Anaheim Ducks,ANA,2020-21,D,se,27,6-4,216,L,-,7,"January 20, 1994",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/l/lindhha01.html
48,Isac Lundestrom,Anaheim Ducks,ANA,2020-21,C,se,21,6-0,193,L,-,2,"November 6, 1999",6,182.88,2021,https://www.hockey-reference.com/players/l/lundeis01.html
76,Josh Mahura,Anaheim Ducks,ANA,2020-21,D,ca,22,6-0,185,L,-,2,"May 5, 1998",6,182.88,2021,https://www.hockey-reference.com/players/m/mahurjo01.html
42,Josh Manson,Anaheim Ducks,ANA,2020-21,D,us,29,6-3,218,R,-,6,"October 7, 1991",6.25,190.5,2021,https://www.hockey-reference.com/players/m/mansojo01.html
12,Sonny Milano,Anaheim Ducks,ANA,2020-21,LW,us,24,6-0,204,L,-,5,"May 12, 1996",6,182.88,2021,https://www.hockey-reference.com/players/m/milanso01.html
30,Ryan Miller,Anaheim Ducks,ANA,2020-21,G,us,40,6-2,168,-,L,17,"July 17, 1980",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/millery01.html
67,Rickard Rakell,Anaheim Ducks,ANA,2020-21,RW,se,27,6-1,195,R,-,8,"May 5, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/r/rakelri01.html
24,Carter Rowney,Anaheim Ducks,ANA,2020-21,RW,ca,31,6-1,208,R,-,4,"May 10, 1989",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/r/rowneca01.html
22,Kevin Shattenkirk,Anaheim Ducks,ANA,2020-21,D,us,32,6-0,212,R,-,10,"January 29, 1989",6,182.88,2021,https://www.hockey-reference.com/players/s/shattke01.html
33,Jakob Silfverberg,Anaheim Ducks,ANA,2020-21,LW,se,30,6-1,207,R,-,8,"October 13, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/silfvja01.html
23,Sam Steel,Anaheim Ducks,ANA,2020-21,C,ca,22,5-11,184,L,-,2,"February 3, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/steelsa01.html
31-41,Anthony Stolarz,Anaheim Ducks,ANA,2020-21,G,us,27,6-6,243,-,-,3,"January 20, 1994",6.5,198.12,2021,https://www.hockey-reference.com/players/s/stolaan01.html
61,Troy Terry,Anaheim Ducks,ANA,2020-21,C/RW,us,23,6-0,185,R,-,3,"September 10, 1997",6,182.88,2021,https://www.hockey-reference.com/players/t/terrytr01.html
92,Alexander Volkov,Anaheim Ducks,ANA,2020-21,RW,ru,23,6-1,193,L,-,1,"August 2, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/v/volkoal01.html
45,Andy Welinski,Anaheim Ducks,ANA,2020-21,D,us,27,6-1,201,R,-,2,"April 27, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/w/welinan01.html
46,Trevor Zegras,Anaheim Ducks,ANA,2020-21,C,us,19,6-0,185,L,-,0,"March 20, 2001",6,182.88,2021,https://www.hockey-reference.com/players/z/zegratr01.html
16,Derick Brassard,Arizona Coyotes,ARI,2020-21,C,ca,33,6-1,202,L,-,13,"September 22, 1987",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/brassde01.html
58,Michael Bunting,Arizona Coyotes,ARI,2020-21,LW,ca,25,5-11,197,L,-,1,"September 17, 1995",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/b/buntimi01.html
91,Drake Caggiula,Arizona Coyotes,ARI,2020-21,LW,ca,26,5-10,176,L,-,4,"June 20, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/c/caggidr01.html
75,Kyle Capobianco,Arizona Coyotes,ARI,2020-21,D,ca,23,6-1,196,L,-,3,"August 13, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/capobky01.html
26,Michael Chaput,Arizona Coyotes,ARI,2020-21,C,ca,28,6-2,199,L,-,7,"April 9, 1992",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/c/chapumi01.html
6,Jakob Chychrun,Arizona Coyotes,ARI,2020-21,D,us,22,6-2,210,L,-,4,"March 31, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/c/chychja01.html
67,Lawson Crouse,Arizona Coyotes,ARI,2020-21,LW,ca,23,6-4,220,L,-,4,"June 23, 1997",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/c/crousla01.html
55,Jason Demers,Arizona Coyotes,ARI,2020-21,D,ca,32,6-1,195,R,-,11,"June 9, 1988",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/d/demerja01.html
18,Christian Dvorak,Arizona Coyotes,ARI,2020-21,C,us,24,6-0,195,L,-,4,"February 2, 1996",6,182.88,2021,https://www.hockey-reference.com/players/d/dvorach01.html
23,Oliver Ekman-Larsson,Arizona Coyotes,ARI,2020-21,D,se,29,6-2,200,L,-,10,"July 17, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/e/ekmanol01.html
24,Hudson Fasching,Arizona Coyotes,ARI,2020-21,RW,us,25,6-3,205,R,-,3,"July 28, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/f/faschhu01.html
36,Christian Fischer,Arizona Coyotes,ARI,2020-21,RW,us,23,6-2,214,R,-,4,"April 15, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/f/fischch01.html
83,Conor Garland,Arizona Coyotes,ARI,2020-21,RW,us,24,5-10,165,R,-,2,"March 11, 1996",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/g/garlaco01.html
34,Frederik Gauthier,Arizona Coyotes,ARI,2020-21,C,ca,25,6-5,239,L,-,5,"April 26, 1995",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/g/gauthfr01.html
33,Alex Goligoski,Arizona Coyotes,ARI,2020-21,D,us,35,5-11,185,L,-,13,"July 30, 1985",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/g/goligal01.html
79,Jordan Gross,Arizona Coyotes,ARI,2020-21,D,us,25,5-10,190,R,-,1,"May 9, 1995",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/g/grossjo01.html
15,John Hayden,Arizona Coyotes,ARI,2020-21,C,us,25,6-3,223,R,-,4,"February 14, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/h/haydejo01.html
29,Barrett Hayton,Arizona Coyotes,ARI,2020-21,C,ca,20,6-1,192,L,-,1,"June 9, 2000",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/h/haytoba01.html
31,Adin Hill,Arizona Coyotes,ARI,2020-21,G,ca,24,6-6,200,-,L,3,"May 11, 1996",6.5,198.12,2021,https://www.hockey-reference.com/players/h/hillad01.html
4,Niklas Hjalmarsson,Arizona Coyotes,ARI,2020-21,D,se,33,6-3,197,L,-,13,"June 6, 1987",6.25,190.5,2021,https://www.hockey-reference.com/players/h/hjalmni01.html
28,Dryden Hunt,Arizona Coyotes,ARI,2020-21,LW,ca,25,6-0,193,L,-,3,"November 24, 1995",6,182.88,2021,https://www.hockey-reference.com/players/h/huntdr01.html
73,Jan Jenik,Arizona Coyotes,ARI,2020-21,RW,cz,20,6-1,165,L,-,0,"September 15, 2000",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/j/jenikja01.html
9,Clayton Keller,Arizona Coyotes,ARI,2020-21,C,us,22,5-10,170,L,-,4,"July 29, 1998",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/k/kellecl01.html
81,Phil Kessel,Arizona Coyotes,ARI,2020-21,RW,us,33,6-0,202,R,-,14,"October 2, 1987",6,182.88,2021,https://www.hockey-reference.com/players/k/kesseph01.html
35,Darcy Kuemper,Arizona Coyotes,ARI,2020-21,G,ca,30,6-5,215,-,L,8,"May 5, 1990",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/k/kuempda01.html
22,Johan Larsson,Arizona Coyotes,ARI,2020-21,LW/C,se,28,5-11,198,L,-,8,"July 25, 1992",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/l/larssjo02.html
46,Ilya Lyubushkin,Arizona Coyotes,ARI,2020-21,D,ru,26,6-2,201,R,-,2,"April 6, 1994",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/l/lyubuil01.html
42,Aaron Ness,Arizona Coyotes,ARI,2020-21,D,us,30,5-10,184,L,-,6,"May 18, 1990",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/n/nessaa01.html
82,Jordan Oesterle,Arizona Coyotes,ARI,2020-21,D,us,28,6-0,182,L,-,6,"June 25, 1992",6,182.88,2021,https://www.hockey-reference.com/players/o/oestejo01.html
93,Lane Pederson,Arizona Coyotes,ARI,2020-21,F,ca,23,6-0,190,R,-,0,"August 4, 1997",6,182.88,2021,https://www.hockey-reference.com/players/p/pederla01.html
17,Tyler Pitlick,Arizona Coyotes,ARI,2020-21,C,us,29,6-2,200,R,-,6,"November 1, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/p/pitlity01.html
50,Ivan Prosvetov,Arizona Coyotes,ARI,2020-21,G,ru,21,6-5,175,L,-,0,"March 5, 1999",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/p/prosviv01.html
32,Antti Raanta,Arizona Coyotes,ARI,2020-21,G,fi,31,6-0,198,-,-,7,"May 12, 1989",6,182.88,2021,https://www.hockey-reference.com/players/r/raantan01.html
8,Nick Schmaltz,Arizona Coyotes,ARI,2020-21,C,us,24,6-0,177,R,-,4,"February 23, 1996",6,182.88,2021,https://www.hockey-reference.com/players/s/schmani01.html
77,Victor Soderstrom,Arizona Coyotes,ARI,2020-21,D,se,19,6-0,183,R,-,0,"February 26, 2001",6,182.88,2021,https://www.hockey-reference.com/players/s/sodervi01.html
54,Jack Ahcan,Boston Bruins,BOS,2020-21,D,us,23,5-8,184,L,-,0,"May 18, 1997",5.66666666666667,172.72,2021,https://www.hockey-reference.com/players/a/ahcanja01.html
37,Patrice Bergeron,Boston Bruins,BOS,2020-21,C,ca,35,6-1,195,R,-,16,"July 24, 1985",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bergepa01.html
10,Anders Bjork,Boston Bruins,BOS,2020-21,LW,us,24,6-0,197,L,-,3,"August 5, 1996",6,182.88,2021,https://www.hockey-reference.com/players/b/bjorkan01.html
81,Anton Blidh,Boston Bruins,BOS,2020-21,LW,se,25,6-0,185,L,-,4,"March 14, 1995",6,182.88,2021,https://www.hockey-reference.com/players/b/blidhan01.html
25,Brandon Carlo,Boston Bruins,BOS,2020-21,D,us,24,6-5,212,R,-,4,"November 26, 1996",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/c/carlobr01.html
75,Connor Clifton,Boston Bruins,BOS,2020-21,D,us,25,5-11,175,R,-,2,"April 28, 1995",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/c/cliftco01.html
13,Charlie Coyle,Boston Bruins,BOS,2020-21,C/RW,us,28,6-3,200,R,-,8,"March 2, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/c/coylech01.html
74,Jake DeBrusk,Boston Bruins,BOS,2020-21,LW,ca,24,6-0,188,L,-,3,"October 17, 1996",6,182.88,2021,https://www.hockey-reference.com/players/d/debruja01.html
11,Trent Frederic,Boston Bruins,BOS,2020-21,C,us,22,6-2,203,L,-,2,"February 11, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/f/fredetr01.html
48,Matt Grzelcyk,Boston Bruins,BOS,2020-21,D,us,27,5-9,174,L,-,4,"January 5, 1994",5.75,175.26,2021,https://www.hockey-reference.com/players/g/grzelma01.html
41,Jaroslav Halak,Boston Bruins,BOS,2020-21,G,cs,35,5-11,185,-,L,14,"May 13, 1985",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/h/halakja01.html
71,Taylor Hall,Boston Bruins,BOS,2020-21,LW,ca,29,6-1,206,L,-,10,"November 14, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/h/hallta02.html
53,Cameron Hughes,Boston Bruins,BOS,2020-21,C,ca,24,5-11,160,L,-,1,"October 9, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/h/hugheca01.html
44,Steven Kampfer,Boston Bruins,BOS,2020-21,D,us,32,5-11,198,R,-,8,"September 24, 1988",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/k/kampfst01.html
28,Ondrej Kase,Boston Bruins,BOS,2020-21,RW,cz,25,6-0,190,R,-,4,"November 8, 1995",6,182.88,2021,https://www.hockey-reference.com/players/k/kaseon01.html
46,David Krejci,Boston Bruins,BOS,2020-21,C,cs,34,6-0,188,R,-,14,"April 28, 1986",6,182.88,2021,https://www.hockey-reference.com/players/k/krejcda01.html
83,Karson Kuhlman,Boston Bruins,BOS,2020-21,C,us,25,5-11,185,R,-,2,"September 26, 1995",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/k/kuhlmka01.html
52,Sean Kuraly,Boston Bruins,BOS,2020-21,C,us,28,6-2,213,L,-,4,"January 20, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kuralse01.html
55,Jeremy Lauzon,Boston Bruins,BOS,2020-21,D,ca,23,6-1,204,L,-,2,"April 28, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/l/lauzoje01.html
20,Curtis Lazar,Boston Bruins,BOS,2020-21,C/RW,ca,25,6-0,193,R,-,6,"February 2, 1995",6,182.88,2021,https://www.hockey-reference.com/players/l/lazarcu01.html
26,Par Lindholm,Boston Bruins,BOS,2020-21,C,se,29,6-0,183,L,-,2,"October 5, 1991",6,182.88,2021,https://www.hockey-reference.com/players/l/lindhpa01.html
63,Brad Marchand,Boston Bruins,BOS,2020-21,LW,ca,32,5-9,181,L,-,11,"May 11, 1988",5.75,175.26,2021,https://www.hockey-reference.com/players/m/marchbr03.html
73,Charlie McAvoy,Boston Bruins,BOS,2020-21,D,us,23,6-0,208,R,-,3,"December 21, 1997",6,182.88,2021,https://www.hockey-reference.com/players/m/mcavoch01.html
18,Greg McKegg,Boston Bruins,BOS,2020-21,C,ca,28,6-0,194,L,-,7,"June 17, 1992",6,182.88,2021,https://www.hockey-reference.com/players/m/mckeggr01.html
86,Kevan Miller,Boston Bruins,BOS,2020-21,D,us,33,6-2,210,R,-,6,"November 15, 1987",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/milleke03.html
27,John Moore,Boston Bruins,BOS,2020-21,D,us,30,6-2,210,L,-,10,"November 19, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/moorejo01.html
88,David Pastrnak,Boston Bruins,BOS,2020-21,RW,cz,24,6-0,194,R,-,6,"May 25, 1996",6,182.88,2021,https://www.hockey-reference.com/players/p/pastrda01.html
40,Tuukka Rask,Boston Bruins,BOS,2020-21,G,fi,33,6-3,176,L,L,13,"March 10, 1987",6.25,190.5,2021,https://www.hockey-reference.com/players/r/rasktu01.html
6,Mike Reilly,Boston Bruins,BOS,2020-21,D,us,27,6-1,199,L,-,5,"July 13, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/r/reillmi01.html
21,Nick Ritchie,Boston Bruins,BOS,2020-21,LW,ca,25,6-2,230,L,-,5,"December 5, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/r/ritchni01.html
19,Zachary Senyshyn,Boston Bruins,BOS,2020-21,RW,ca,23,6-1,192,R,-,2,"March 30, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/senysza01.html
12,Craig Smith,Boston Bruins,BOS,2020-21,C,us,31,6-1,208,R,-,9,"September 5, 1989",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/smithcr01.html
62,Oskar Steen,Boston Bruins,BOS,2020-21,C,se,22,5-9,188,R,-,0,"March 9, 1998",5.75,175.26,2021,https://www.hockey-reference.com/players/s/steenos01.html
23,Jack Studnicka,Boston Bruins,BOS,2020-21,C,ca,21,6-1,171,R,-,1,"February 18, 1999",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/studnja01.html
1,Jeremy Swayman,Boston Bruins,BOS,2020-21,G,us,22,6-2,183,-,L,0,"November 24, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/swaymje01.html
84,Jarred Tinordi,Boston Bruins,BOS,2020-21,D,us,28,6-6,205,L,-,5,"February 20, 1992",6.5,198.12,2021,https://www.hockey-reference.com/players/t/tinorja01.html
58,Urho Vaakanainen,Boston Bruins,BOS,2020-21,D,fi,22,6-1,185,L,-,2,"January 1, 1999",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/v/vaakaur01.html
80,Daniel Vladar,Boston Bruins,BOS,2020-21,G,cz,23,6-5,185,-,L,0,"August 20, 1997",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/v/vladada01.html
14,Chris Wagner,Boston Bruins,BOS,2020-21,C,us,29,6-0,198,R,-,6,"May 27, 1991",6,182.88,2021,https://www.hockey-reference.com/players/w/wagnech01.html
67,Jakub Zboril,Boston Bruins,BOS,2020-21,D,cz,23,6-0,200,L,-,1,"February 21, 1997",6,182.88,2021,https://www.hockey-reference.com/players/z/zborija01.html
74,Rasmus Asplund,Buffalo Sabres,BUF,2020-21,F,se,23,5-11,189,L,-,1,"December 3, 1997",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/a/asplura01.html
96,Anders Bjork,Buffalo Sabres,BUF,2020-21,LW,us,24,6-0,197,L,-,3,"August 5, 1996",6,182.88,2021,https://www.hockey-reference.com/players/b/bjorkan01.html
3,William Borgen,Buffalo Sabres,BUF,2020-21,D,us,24,6-3,205,R,-,1,"December 19, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/b/borgewi01.html
78,Jacob Bryson,Buffalo Sabres,BUF,2020-21,D,ca,23,,NA,L,-,0,"November 18, 1997",NA,NA,2021,https://www.hockey-reference.com/players/b/brysoja01.html
91,Drake Caggiula,Buffalo Sabres,BUF,2020-21,LW,ca,26,5-10,176,L,-,4,"June 20, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/c/caggidr01.html
24,Dylan Cozens,Buffalo Sabres,BUF,2020-21,C,ca,19,6-3,188,R,-,0,"February 9, 2001",6.25,190.5,2021,https://www.hockey-reference.com/players/c/cozendy01.html
26,Rasmus Dahlin,Buffalo Sabres,BUF,2020-21,D,se,20,6-3,207,L,-,2,"April 13, 2000",6.25,190.5,2021,https://www.hockey-reference.com/players/d/dahlira01.html
88,Brandon Davidson,Buffalo Sabres,BUF,2020-21,D,ca,29,6-2,209,L,-,6,"August 21, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/d/davidbr01.html
15-38,Jean-Sebastien Dea,Buffalo Sabres,BUF,2020-21,C,ca,26,5-11,168,R,-,4,"February 8, 1994",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/d/deaje01.html
20,Cody Eakin,Buffalo Sabres,BUF,2020-21,C,ca,29,6-0,196,L,-,9,"May 24, 1991",6,182.88,2021,https://www.hockey-reference.com/players/e/eakinco01.html
9,Jack Eichel,Buffalo Sabres,BUF,2020-21,C,us,24,6-2,213,R,-,5,"October 28, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/e/eicheja01.html
17,Steven Fogarty,Buffalo Sabres,BUF,2020-21,C,us,27,6-3,204,R,-,3,"April 19, 1993",6.25,190.5,2021,https://www.hockey-reference.com/players/f/fogarst01.html
4,Taylor Hall,Buffalo Sabres,BUF,2020-21,LW,ca,29,6-1,206,L,-,10,"November 14, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/h/hallta02.html
30-32,Michael Houser,Buffalo Sabres,BUF,2020-21,G,us,28,6-2,191,-,R,0,"September 13, 1992",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/h/housemi01.html
40,Carter Hutton,Buffalo Sabres,BUF,2020-21,G,ca,35,6-0,208,-,L,8,"December 19, 1985",6,182.88,2021,https://www.hockey-reference.com/players/h/huttoca01.html
44,Matt Irwin,Buffalo Sabres,BUF,2020-21,D,ca,33,6-2,189,L,-,8,"November 29, 1987",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/i/irwinma01.html
34,Jonas Johansson,Buffalo Sabres,BUF,2020-21,G,se,25,6-5,220,L,-,1,"September 19, 1995",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/j/johanjo03.html
10,Henri Jokiharju,Buffalo Sabres,BUF,2020-21,D,fi,21,6-0,199,R,-,2,"June 17, 1999",6,182.88,2021,https://www.hockey-reference.com/players/j/jokihhe01.html
27,Curtis Lazar,Buffalo Sabres,BUF,2020-21,C/RW,ca,25,6-0,193,R,-,6,"February 2, 1995",6,182.88,2021,https://www.hockey-reference.com/players/l/lazarcu01.html
1,Ukko-Pekka Luukkonen,Buffalo Sabres,BUF,2020-21,G,fi,21,6-4,220,-,L,0,"March 9, 1999",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/l/luukkuk01.html
19,Jake McCabe,Buffalo Sabres,BUF,2020-21,D,us,27,6-1,204,L,-,7,"October 12, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/mccabja01.html
33,Colin Miller,Buffalo Sabres,BUF,2020-21,D,ca,28,6-1,199,R,-,5,"October 29, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/milleco02.html
37,Casey Mittelstadt,Buffalo Sabres,BUF,2020-21,C,us,22,6-1,196,L,-,3,"November 22, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/mitteca01.html
62,Brandon Montour,Buffalo Sabres,BUF,2020-21,D,ca,26,6-0,194,R,-,4,"April 11, 1994",6,182.88,2021,https://www.hockey-reference.com/players/m/montobr01.html
57,Brett Murray,Buffalo Sabres,BUF,2020-21,LW,ca,22,6-5,228,L,-,0,"July 20, 1998",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/m/murrabr02.html
21,Kyle Okposo,Buffalo Sabres,BUF,2020-21,RW,us,32,6-0,220,R,-,13,"April 16, 1988",6,182.88,2021,https://www.hockey-reference.com/players/o/okposky01.html
68-71,Victor Olofsson,Buffalo Sabres,BUF,2020-21,RW,se,25,5-11,182,L,-,2,"July 18, 1995",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/o/olofsvi01.html
23,Sam Reinhart,Buffalo Sabres,BUF,2020-21,C,ca,25,6-2,193,R,-,6,"November 6, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/r/reinhsa01.html
13,Tobias Rieder,Buffalo Sabres,BUF,2020-21,C,de,28,5-11,189,L,-,6,"January 10, 1993",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/r/riedeto01.html
55,Rasmus Ristolainen,Buffalo Sabres,BUF,2020-21,D,fi,26,6-4,220,R,-,7,"October 27, 1994",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/r/ristora01.html
25,Arttu Ruotsalainen,Buffalo Sabres,BUF,2020-21,F,fi,23,5-9,185,L,-,0,"October 29, 1997",5.75,175.26,2021,https://www.hockey-reference.com/players/r/ruotsar01.html
54,Mattias Samuelsson,Buffalo Sabres,BUF,2020-21,D,us,20,6-4,226,L,-,0,"March 14, 2000",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/samuema02.html
15,Riley Sheahan,Buffalo Sabres,BUF,2020-21,C,ca,29,6-4,204,L,-,9,"December 7, 1991",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/sheahri01.html
53,Jeff Skinner,Buffalo Sabres,BUF,2020-21,LW/C,ca,28,5-11,197,L,-,10,"May 16, 1992",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/skinnje01.html
49,C.J. Smith,Buffalo Sabres,BUF,2020-21,LW,us,26,5-11,183,L,-,2,"December 1, 1994",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/smithcj01.html
