number,player,team_name,team_abbr,season,position,nationality,age,height,weight,shoots,catches,experience,birth_date,height_ft,height_cm,season_short,link
33,Fredrik Claesson,San Jose Sharks,SJS,2020-21,D,se,28,6-1,196,L,-,5,"November 24, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/claesfr01.html
39,Logan Couture,San Jose Sharks,SJS,2020-21,C,ca,31,6-1,200,L,-,11,"March 28, 1989",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/coutulo01.html
16,Ryan Donato,San Jose Sharks,SJS,2020-21,C,us,24,6-0,193,L,-,3,"April 9, 1996",6,182.88,2021,https://www.hockey-reference.com/players/d/donatry01.html
40,Devan Dubnyk,San Jose Sharks,SJS,2020-21,G,ca,34,6-6,224,-,L,11,"May 4, 1986",6.5,198.12,2021,https://www.hockey-reference.com/players/d/dubnyde01.html
38,Mario Ferraro,San Jose Sharks,SJS,2020-21,D,ca,22,5-11,185,L,-,1,"September 17, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/f/ferrama01.html
29,Kurtis Gabriel,San Jose Sharks,SJS,2020-21,RW,ca,27,6-4,200,R,-,3,"April 20, 1993",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/g/gabriku01.html
7,Dylan Gambrell,San Jose Sharks,SJS,2020-21,C,us,24,6-0,185,R,-,3,"August 26, 1996",6,182.88,2021,https://www.hockey-reference.com/players/g/gambrdy01.html
73,Noah Gregor,San Jose Sharks,SJS,2020-21,C,ca,22,6-0,185,L,-,1,"July 28, 1998",6,182.88,2021,https://www.hockey-reference.com/players/g/gregono01.html
37,Fredrik Händemark,San Jose Sharks,SJS,2020-21,C,se,27,6-4,209,L,-,0,"August 27, 1993",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/h/handefr01.html
48,Tomas Hertl,San Jose Sharks,SJS,2020-21,C,cz,27,6-2,215,L,-,7,"November 12, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/h/hertlto01.html
47,Christian Jaros,San Jose Sharks,SJS,2020-21,D,sk,24,6-3,222,R,-,3,"April 2, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/j/jarosch01.html
31,Martin Jones,San Jose Sharks,SJS,2020-21,G,ca,31,6-4,190,-,-,7,"January 10, 1990",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/j/jonesma02.html
9,Evander Kane,San Jose Sharks,SJS,2020-21,LW,ca,29,6-2,210,L,-,11,"August 2, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kaneev01.html
65,Erik Karlsson,San Jose Sharks,SJS,2020-21,D,se,30,6-0,190,R,-,11,"May 31, 1990",6,182.88,2021,https://www.hockey-reference.com/players/k/karlser01.html
46,Joel Kellman,San Jose Sharks,SJS,2020-21,F,se,26,5-11,175,L,-,1,"May 25, 1994",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/k/kellmjo01.html
71,Nikolai Knyzhov,San Jose Sharks,SJS,2020-21,D,ru,22,6-3,200,L,-,1,"March 20, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/k/knyzhni01.html
32,Josef Korenar,San Jose Sharks,SJS,2020-21,G,cz,23,6-1,185,-,-,0,"January 31, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/k/korenjo01.html
62,Kevin Labanc,San Jose Sharks,SJS,2020-21,RW,us,25,5-11,185,R,-,4,"December 12, 1995",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/l/labanke01.html
43,John Leonard,San Jose Sharks,SJS,2020-21,LW,us,22,5-11,196,L,-,0,"August 7, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/l/leonajo01.html
12,Patrick Marleau,San Jose Sharks,SJS,2020-21,C,ca,41,6-2,218,L,-,22,"September 15, 1979",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/marlepa01.html
28,Timo Meier,San Jose Sharks,SJS,2020-21,RW,ch,24,6-0,210,L,-,4,"October 8, 1996",6,182.88,2021,https://www.hockey-reference.com/players/m/meierti01.html
1,Alexei Melnichuk,San Jose Sharks,SJS,2020-21,G,ru,22,6-1,204,-,L,0,"June 29, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/melnial01.html
53,Nicolas Meloche,San Jose Sharks,SJS,2020-21,D,ca,23,6-3,205,R,-,0,"July 18, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/m/melocni01.html
21,Jacob Middleton,San Jose Sharks,SJS,2020-21,D,ca,25,6-3,210,L,-,2,"January 2, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/m/middlja01.html
83,Matthew Nieto,San Jose Sharks,SJS,2020-21,LW,us,28,5-11,185,L,-,7,"November 5, 1992",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/n/nietoma01.html
11,Stefan Noesen,San Jose Sharks,SJS,2020-21,RW,us,27,6-1,205,R,-,6,"February 12, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/n/noesest01.html
50,Brinson Pasichnuk,San Jose Sharks,SJS,2020-21,D,ca,23,5-11,211,L,-,0,"November 24, 1997",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/p/pasicbr01.html
2-5,Greg Pateryn,San Jose Sharks,SJS,2020-21,D,us,30,6-2,221,R,-,7,"June 20, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/p/patergr01.html
51,Radim Simek,San Jose Sharks,SJS,2020-21,D,cs,28,6-0,200,L,-,2,"September 20, 1992",6,182.88,2021,https://www.hockey-reference.com/players/s/simekra01.html
20,Marcus Sorensen,San Jose Sharks,SJS,2020-21,RW,se,28,5-11,175,L,-,4,"April 7, 1992",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/sorenma01.html
40,Antti Suomela,San Jose Sharks,SJS,2020-21,C,fi,26,6-0,180,L,-,2,"March 17, 1994",6,182.88,2021,https://www.hockey-reference.com/players/s/suomean01.html
70,Alexander True,San Jose Sharks,SJS,2020-21,F,dk,23,6-5,200,-,-,1,"July 17, 1997",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/t/trueal01.html
63,Jeffrey Viel,San Jose Sharks,SJS,2020-21,F,ca,24,6-2,205,L,-,0,"January 28, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/v/vielje01.html
44,Marc-Edouard Vlasic,San Jose Sharks,SJS,2020-21,D,ca,33,6-1,205,L,-,14,"March 30, 1987",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/v/vlasima01.html
49,Ivan Barbashev,St. Louis Blues,STL,2020-21,C,ru,25,6-0,187,L,-,4,"December 14, 1995",6,182.88,2021,https://www.hockey-reference.com/players/b/barbaiv01.html
50,Jordan Binnington,St. Louis Blues,STL,2020-21,G,ca,27,6-1,174,-,-,3,"July 11, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/binnijo01.html
9,Sammy Blais,St. Louis Blues,STL,2020-21,LW,ca,24,6-2,205,L,-,3,"June 17, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/b/blaissa01.html
41,Robert Bortuzzo,St. Louis Blues,STL,2020-21,D,ca,31,6-4,216,R,-,9,"March 18, 1989",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/b/borturo01.html
21,Tyler Bozak,St. Louis Blues,STL,2020-21,C,ca,34,6-1,199,R,-,11,"March 19, 1986",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bozakty01.html
13,Kyle Clifford,St. Louis Blues,STL,2020-21,LW,ca,30,6-2,211,L,-,10,"January 13, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/c/cliffky01.html
61,Jacob de La Rose,St. Louis Blues,STL,2020-21,LW,se,25,6-3,215,L,-,6,"May 20, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/d/delarja01.html
29,Vince Dunn,St. Louis Blues,STL,2020-21,D,ca,24,6-0,203,L,-,3,"October 29, 1996",6,182.88,2021,https://www.hockey-reference.com/players/d/dunnvi02.html
72,Justin Faulk,St. Louis Blues,STL,2020-21,D,us,28,6-0,217,R,-,9,"March 20, 1992",6,182.88,2021,https://www.hockey-reference.com/players/f/faulkju01.html
4,Carl Gunnarsson,St. Louis Blues,STL,2020-21,D,se,34,6-2,198,L,-,11,"November 9, 1986",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/g/gunnaca01.html
68,Mike Hoffman,St. Louis Blues,STL,2020-21,C/LW,ca,31,6-0,180,L,-,9,"November 24, 1989",6,182.88,2021,https://www.hockey-reference.com/players/h/hoffmmi02.html
35,Ville Husso,St. Louis Blues,STL,2020-21,G,fi,25,6-3,205,R,-,0,"February 6, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/h/hussovi01.html
54,Dakota Joshua,St. Louis Blues,STL,2020-21,C,us,24,6-2,199,L,-,0,"May 15, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/j/joshuda01.html
37,Klim Kostin,St. Louis Blues,STL,2020-21,C/LW,ru,21,6-3,212,L,-,1,"May 5, 1999",6.25,190.5,2021,https://www.hockey-reference.com/players/k/kostikl01.html
47,Torey Krug,St. Louis Blues,STL,2020-21,D,us,29,5-9,186,L,-,9,"April 12, 1991",5.75,175.26,2021,https://www.hockey-reference.com/players/k/krugto01.html
25,Jordan Kyrou,St. Louis Blues,STL,2020-21,C,ca,22,6-0,175,R,-,2,"May 5, 1998",6,182.88,2021,https://www.hockey-reference.com/players/k/kyroujo01.html
28,Mackenzie MacEachern,St. Louis Blues,STL,2020-21,LW,us,26,6-2,190,L,-,2,"March 9, 1994",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/maceama01.html
77,Niko Mikkola,St. Louis Blues,STL,2020-21,D,fi,24,6-4,185,L,-,1,"April 27, 1996",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/m/mikkoni01.html
90,Ryan O'Reilly,St. Louis Blues,STL,2020-21,C,ca,29,6-1,216,L,-,11,"February 7, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/o/oreilry01.html
55,Colton Parayko,St. Louis Blues,STL,2020-21,D,ca,27,6-6,230,R,-,5,"May 12, 1993",6.5,198.12,2021,https://www.hockey-reference.com/players/p/parayco01.html
57,David Perron,St. Louis Blues,STL,2020-21,LW,ca,32,6-0,200,R,-,13,"May 28, 1988",6,182.88,2021,https://www.hockey-reference.com/players/p/perroda01.html
53,Austin Poganski,St. Louis Blues,STL,2020-21,RW,us,24,6-2,201,R,-,1,"February 16, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/p/poganau01.html
39,Mitch Reinke,St. Louis Blues,STL,2020-21,D,us,24,5-11,181,R,-,1,"February 4, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/r/reinkmi01.html
12,Zach Sanford,St. Louis Blues,STL,2020-21,LW,us,26,6-4,207,L,-,3,"November 9, 1994",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/sanfoza01.html
36,Steven Santini,St. Louis Blues,STL,2020-21,D,us,25,6-2,205,R,-,5,"March 7, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/santist01.html
6,Marco Scandella,St. Louis Blues,STL,2020-21,D,ca,30,6-3,212,L,-,10,"February 23, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/s/scandma01.html
10,Brayden Schenn,St. Louis Blues,STL,2020-21,C,ca,29,6-1,200,L,-,11,"August 22, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/schenbr01.html
17,Jaden Schwartz,St. Louis Blues,STL,2020-21,C,ca,28,5-10,190,L,-,9,"June 25, 1992",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/s/schwaja01.html
70,Oskar Sundqvist,St. Louis Blues,STL,2020-21,C,se,26,6-3,209,R,-,5,"March 23, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/s/sundqos01.html
91,Vladimir Tarasenko,St. Louis Blues,STL,2020-21,RW,ru,29,6-0,225,L,-,8,"December 13, 1991",6,182.88,2021,https://www.hockey-reference.com/players/t/tarasvl01.html
18,Robert Thomas,St. Louis Blues,STL,2020-21,C,ca,21,6-0,188,R,-,2,"July 2, 1999",6,182.88,2021,https://www.hockey-reference.com/players/t/thomaro01.html
26,Nathan Walker,St. Louis Blues,STL,2020-21,C,gb,26,5-9,186,L,-,3,"February 7, 1994",5.75,175.26,2021,https://www.hockey-reference.com/players/w/walkena01.html
46,Jake Walman,St. Louis Blues,STL,2020-21,D,ca,24,6-1,170,L,-,1,"February 20, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/w/walmaja01.html
60,Alex Barre-Boulet,Tampa Bay Lightning,TBL,2020-21,F,ca,23,5-10,180,L,-,0,"May 21, 1997",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/b/barreal01.html
5,Andreas Borgman,Tampa Bay Lightning,TBL,2020-21,D,se,25,6-0,200,L,-,1,"June 18, 1995",6,182.88,2021,https://www.hockey-reference.com/players/b/borgman01.html
81,Erik Cernak,Tampa Bay Lightning,TBL,2020-21,D,sk,23,6-3,230,R,-,2,"May 28, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/c/cernaer01.html
71,Anthony Cirelli,Tampa Bay Lightning,TBL,2020-21,C,ca,23,6-0,191,L,-,3,"July 15, 1997",6,182.88,2021,https://www.hockey-reference.com/players/c/cirelan01.html
3,Fredrik Claesson,Tampa Bay Lightning,TBL,2020-21,D,se,28,6-1,196,L,-,5,"November 24, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/claesfr01.html
20,Blake Coleman,Tampa Bay Lightning,TBL,2020-21,C,us,29,5-11,207,L,-,4,"November 28, 1991",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/c/colembl01.html
79-92,Ross Colton,Tampa Bay Lightning,TBL,2020-21,C,us,24,6-0,191,L,-,0,"September 11, 1996",6,182.88,2021,https://www.hockey-reference.com/players/c/coltoro01.html
52,Callan Foote,Tampa Bay Lightning,TBL,2020-21,D,us,22,6-4,227,R,-,0,"December 13, 1998",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/f/footeca01.html
33,Christopher Gibson,Tampa Bay Lightning,TBL,2020-21,G,fi,28,6-2,217,-,-,3,"December 27, 1992",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/g/gibsoch01.html
19,Barclay Goodrow,Tampa Bay Lightning,TBL,2020-21,RW,ca,27,6-2,203,L,-,6,"February 26, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/g/goodrba01.html
37,Yanni Gourde,Tampa Bay Lightning,TBL,2020-21,C,ca,29,5-9,173,L,-,5,"December 15, 1991",5.75,175.26,2021,https://www.hockey-reference.com/players/g/gourdya01.html
77,Victor Hedman,Tampa Bay Lightning,TBL,2020-21,D,se,30,6-6,241,L,-,11,"December 18, 1990",6.5,198.12,2021,https://www.hockey-reference.com/players/h/hedmavi01.html
9,Tyler Johnson,Tampa Bay Lightning,TBL,2020-21,C,us,30,5-8,185,R,-,8,"July 29, 1990",5.66666666666667,172.72,2021,https://www.hockey-reference.com/players/j/johnsty01.html
7,Mathieu Joseph,Tampa Bay Lightning,TBL,2020-21,RW,ca,23,6-1,190,L,-,2,"February 9, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/j/josepma01.html
17,Alex Killorn,Tampa Bay Lightning,TBL,2020-21,C/LW,ca,31,6-1,199,L,-,8,"September 14, 1989",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/k/killoal01.html
86,Nikita Kucherov,Tampa Bay Lightning,TBL,2020-21,RW,ru,27,5-11,183,L,-,7,"June 17, 1993",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/k/kucheni01.html
14,Pat Maroon,Tampa Bay Lightning,TBL,2020-21,LW,us,32,6-3,238,L,-,9,"April 23, 1988",6.25,190.5,2021,https://www.hockey-reference.com/players/m/maroopa01.html
27,Ryan McDonagh,Tampa Bay Lightning,TBL,2020-21,D,us,31,6-1,215,L,-,10,"June 13, 1989",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/mcdonry01.html
35,Curtis McElhinney,Tampa Bay Lightning,TBL,2020-21,G,ca,37,6-2,203,L,L,12,"May 23, 1983",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/m/mcelhcu01.html
18,Ondrej Palat,Tampa Bay Lightning,TBL,2020-21,LW,cs,29,6-0,194,L,-,8,"March 28, 1991",6,182.88,2021,https://www.hockey-reference.com/players/p/palaton01.html
21,Brayden Point,Tampa Bay Lightning,TBL,2020-21,C,ca,24,5-11,183,R,-,4,"March 13, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/p/pointbr01.html
44,Jan Rutta,Tampa Bay Lightning,TBL,2020-21,D,cs,30,6-3,204,R,-,3,"July 29, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/r/ruttaja02.html
58,David Savard,Tampa Bay Lightning,TBL,2020-21,D,ca,30,6-2,233,R,-,9,"October 22, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/savarda01.html
2,Luke Schenn,Tampa Bay Lightning,TBL,2020-21,D,ca,31,6-2,225,R,-,12,"November 2, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/schenlu01.html
98,Mikhail Sergachev,Tampa Bay Lightning,TBL,2020-21,D,ru,22,6-3,216,L,-,4,"June 25, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/s/sergami01.html
46,Gemel Smith,Tampa Bay Lightning,TBL,2020-21,C,ca,26,5-10,203,L,-,4,"April 16, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/s/smithge02.html
91,Steven Stamkos,Tampa Bay Lightning,TBL,2020-21,C,ca,30,6-1,193,R,-,12,"February 7, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/stamkst01.html
67,Mitchell Stephens,Tampa Bay Lightning,TBL,2020-21,C,ca,23,5-11,190,R,-,1,"February 5, 1997",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/stephmi01.html
56,Ben Thomas,Tampa Bay Lightning,TBL,2020-21,D,ca,24,6-1,187,R,-,0,"May 28, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/t/thomabe01.html
88,Andrei Vasilevskiy,Tampa Bay Lightning,TBL,2020-21,G,ru,26,6-3,225,-,-,6,"July 25, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/v/vasilan02.html
92,Alexander Volkov,Tampa Bay Lightning,TBL,2020-21,RW,ru,23,6-1,193,L,-,1,"August 2, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/v/volkoal01.html
75-85,Daniel Walcott,Tampa Bay Lightning,TBL,2020-21,D,ca,26,6-1,175,L,-,0,"February 19, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/w/walcoda01.html
20,Kenny Agostino,Toronto Maple Leafs,TOR,2020-21,LW,us,28,6-0,199,L,-,5,"April 30, 1992",6,182.88,2021,https://www.hockey-reference.com/players/a/agostke01.html
31,Frederik Andersen,Toronto Maple Leafs,TOR,2020-21,G,dk,31,6-4,229,-,-,7,"October 2, 1989",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/a/anderfr01.html
28,Joey Anderson,Toronto Maple Leafs,TOR,2020-21,RW,us,22,5-11,190,R,-,2,"June 19, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/a/anderjo08.html
94,Alexander Barabanov,Toronto Maple Leafs,TOR,2020-21,F,ru,26,5-10,195,L,-,0,"June 17, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/b/barabal01.html
22,Zach Bogosian,Toronto Maple Leafs,TOR,2020-21,D,us,30,6-2,200,R,-,12,"July 15, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/b/bogosza01.html
72,Travis Boyd,Toronto Maple Leafs,TOR,2020-21,C,us,27,6-0,190,R,-,3,"September 14, 1993",6,182.88,2021,https://www.hockey-reference.com/players/b/boydtr01.html
78,T.J. Brodie,Toronto Maple Leafs,TOR,2020-21,D,ca,30,6-1,185,L,-,10,"June 7, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/broditj01.html
77,Adam Brooks,Toronto Maple Leafs,TOR,2020-21,C,ca,24,5-11,180,L,-,1,"May 6, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/b/brookad01.html
36,Jack Campbell,Toronto Maple Leafs,TOR,2020-21,G,us,29,6-2,197,-,-,5,"January 9, 1992",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/c/campbja01.html
23,Travis Dermott,Toronto Maple Leafs,TOR,2020-21,D,ca,24,6-0,205,L,-,3,"December 22, 1996",6,182.88,2021,https://www.hockey-reference.com/players/d/dermotr01.html
47,Pierre Engvall,Toronto Maple Leafs,TOR,2020-21,LW,se,24,6-5,214,L,-,1,"May 31, 1996",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/e/engvapi01.html
71,Nick Foligno,Toronto Maple Leafs,TOR,2020-21,LW,us,33,6-0,211,L,-,13,"October 31, 1987",6,182.88,2021,https://www.hockey-reference.com/players/f/foligni01.html
12,Alex Galchenyuk,Toronto Maple Leafs,TOR,2020-21,C,us,26,6-1,194,L,-,8,"February 12, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/g/galchal01.html
3,Justin Holl,Toronto Maple Leafs,TOR,2020-21,D,us,29,6-4,210,R,-,3,"January 30, 1992",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/h/hollju01.html
30,Michael Hutchinson,Toronto Maple Leafs,TOR,2020-21,G,ca,30,6-3,198,-,-,7,"March 2, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/h/hutchmi01.html
55,Ben Hutton,Toronto Maple Leafs,TOR,2020-21,D,ca,27,6-2,206,L,-,5,"April 20, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/h/huttobe01.html
11,Zach Hyman,Toronto Maple Leafs,TOR,2020-21,C,ca,28,6-1,211,R,-,5,"June 9, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/h/hymanza01.html
15,Alexander Kerfoot,Toronto Maple Leafs,TOR,2020-21,C,ca,26,5-10,185,L,-,3,"August 11, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/k/kerfoal01.html
46,Mikko Lehtonen,Toronto Maple Leafs,TOR,2020-21,D,fi,27,6-0,196,L,-,0,"January 16, 1994",6,182.88,2021,https://www.hockey-reference.com/players/l/lehtomi03.html
37,Timothy Liljegren,Toronto Maple Leafs,TOR,2020-21,D,se,21,6-0,198,R,-,1,"April 30, 1999",6,182.88,2021,https://www.hockey-reference.com/players/l/liljeti01.html
16,Mitch Marner,Toronto Maple Leafs,TOR,2020-21,RW,ca,23,6-0,175,R,-,4,"May 5, 1997",6,182.88,2021,https://www.hockey-reference.com/players/m/marnemi01.html
34,Auston Matthews,Toronto Maple Leafs,TOR,2020-21,C,us,23,6-3,220,L,-,4,"September 17, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/m/matthau01.html
65,Ilya Mikheyev,Toronto Maple Leafs,TOR,2020-21,F,ru,26,6-3,195,L,-,1,"October 10, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/m/mikheil01.html
8,Jake Muzzin,Toronto Maple Leafs,TOR,2020-21,D,ca,31,6-3,217,L,-,9,"February 21, 1989",6.25,190.5,2021,https://www.hockey-reference.com/players/m/muzzija01.html
20-29,Riley Nash,Toronto Maple Leafs,TOR,2020-21,C,ca,31,6-2,185,R,-,9,"May 9, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/n/nashri02.html
26,Stefan Noesen,Toronto Maple Leafs,TOR,2020-21,RW,us,27,6-1,205,R,-,6,"February 12, 1993",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/n/noesest01.html
88,William Nylander,Toronto Maple Leafs,TOR,2020-21,C,ca,24,6-0,196,R,-,5,"May 1, 1996",6,182.88,2021,https://www.hockey-reference.com/players/n/nylanwi01.html
61,Nic Petan,Toronto Maple Leafs,TOR,2020-21,C,ca,25,5-9,175,L,-,5,"March 22, 1995",5.75,175.26,2021,https://www.hockey-reference.com/players/p/petanni01.html
44,Morgan Rielly,Toronto Maple Leafs,TOR,2020-21,D,ca,26,6-1,219,L,-,7,"March 9, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/r/riellmo01.html
33,David Rittich,Toronto Maple Leafs,TOR,2020-21,G,cs,28,6-3,206,-,-,4,"August 19, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/r/rittida01.html
89,Nicholas Robertson,Toronto Maple Leafs,TOR,2020-21,LW,us,19,5-9,164,L,-,0,"September 11, 2001",5.75,175.26,2021,https://www.hockey-reference.com/players/r/roberni01.html
49,Scott Sabourin,Toronto Maple Leafs,TOR,2020-21,F,ca,28,6-3,203,R,-,1,"July 30, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/s/sabousc01.html
38,Rasmus Sandin,Toronto Maple Leafs,TOR,2020-21,D,se,20,5-11,183,L,-,1,"March 7, 2000",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/sandira01.html
24,Wayne Simmonds,Toronto Maple Leafs,TOR,2020-21,RW,ca,32,6-2,185,R,-,12,"August 26, 1988",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/simmowa01.html
19,Jason Spezza,Toronto Maple Leafs,TOR,2020-21,C,ca,37,6-3,216,R,-,17,"June 13, 1983",6.25,190.5,2021,https://www.hockey-reference.com/players/s/spezzja01.html
91,John Tavares,Toronto Maple Leafs,TOR,2020-21,C,ca,30,6-1,215,L,-,11,"September 20, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/t/tavarjo01.html
97,Joe Thornton,Toronto Maple Leafs,TOR,2020-21,C,ca,41,6-4,220,L,-,22,"July 2, 1979",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/t/thornjo01.html
26,Jimmy Vesey,Toronto Maple Leafs,TOR,2020-21,LW,us,27,6-3,202,L,-,4,"May 26, 1993",6.25,190.5,2021,https://www.hockey-reference.com/players/v/veseyji02.html
38-95,Justin Bailey,Vancouver Canucks,VAN,2020-21,RW,us,25,6-4,214,R,-,5,"July 1, 1995",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/b/baileju01.html
83,Jay Beagle,Vancouver Canucks,VAN,2020-21,RW/C,ca,35,6-3,210,R,-,12,"October 16, 1985",6.25,190.5,2021,https://www.hockey-reference.com/players/b/beaglja01.html
8,Jordie Benn,Vancouver Canucks,VAN,2020-21,D,ca,33,6-2,199,L,-,9,"July 26, 1987",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/b/bennjo01.html
6,Brock Boeser,Vancouver Canucks,VAN,2020-21,RW,us,23,6-1,208,R,-,4,"February 25, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/boesebr01.html
72,Travis Boyd,Vancouver Canucks,VAN,2020-21,C,us,27,6-0,190,R,-,3,"September 14, 1993",6,182.88,2021,https://www.hockey-reference.com/players/b/boydtr01.html
55-56,Guillaume Brisebois,Vancouver Canucks,VAN,2020-21,D,ca,23,6-2,175,L,-,1,"July 21, 1997",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/b/brisegu01.html
63,Jalen Chatfield,Vancouver Canucks,VAN,2020-21,D,us,24,6-1,188,R,-,0,"May 16, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/chatfja01.html
35,Thatcher Demko,Vancouver Canucks,VAN,2020-21,G,us,25,6-4,192,L,-,3,"December 8, 1995",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/d/demkoth01.html
